"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha00",9.13362044870273,0.0533771301173781,0.661342443156632,7.84640890008124,8.66754296159533,9.13734502695,9.60284698280068,10.409154496112,153.51200761658,1.0181926052673
"alpha01",5.63605815324783,0.0393471724071567,0.638310409720328,4.3880394966871,5.21881990701981,5.62841604732934,6.05033049872429,6.90318382980227,263.170252782596,1.00644400997446
"alpha02",0.271130010330381,0.00185712106534773,0.0328714850336076,0.20359275627388,0.248277122331133,0.272231024333467,0.294123971793316,0.332342654410339,313.298428728585,1.00276716950074
"alpha03",1.98405177444259,0.000314539756391965,0.0201688049637725,1.94479907676603,1.9707019872746,1.9842652451888,1.99746123838391,2.02465511889289,4111.58469130439,0.999661495473912
"alpha04",10.4205272011172,0.0391611471405306,0.613146930728567,9.28711705801398,9.99450578575185,10.4092154529288,10.8302233495384,11.6710815604544,245.142328636122,1.00711177315909
"alpha11",0.884857477901298,0.00259210352479683,0.0742060349287935,0.737818387655727,0.833233074866454,0.884798169585457,0.934432293253871,1.03029295511719,819.546816473635,1.00034575071031
"alpha12",0.0406376664290916,0.000143582164016575,0.00372824563742914,0.0331500968515285,0.0381189522487896,0.0406461060295505,0.0431698115943761,0.0478816860650393,674.229961056539,1.0008186186718
"b",0.03045121403661,0.000750265040195977,0.00728035650847672,0.0153511034180092,0.025393526221882,0.0305307677263979,0.0357087473135262,0.0444040825217893,94.1620429982026,1.02462251896419
"sigma_b",8.06275684269425,0.0126900595356846,0.254265010424997,7.57518383485412,7.89032390688607,8.06178713638459,8.23264500952138,8.57204269410321,401.463329698229,1.00282239973137
"sigma_e",3.06425301337124,0.00111361506823666,0.05818141991086,2.9519335121691,3.02354760874048,3.06274000362185,3.10423256685706,3.17982562648025,2729.59638596475,0.999906148551837
"lambda0",0.0673603566803324,0.000205739973017568,0.00633673503453606,0.0557721186546167,0.063041390128618,0.0671146486818737,0.0715492596685108,0.0806783386015942,948.623193037393,1.00028892822235
"gamma",1.10177970717816,0.00132556679436136,0.0294515771870958,1.04528126070443,1.08232964438034,1.10105517095398,1.12107178006518,1.16092131002501,493.64402102112,1.00034800406514
"z_b[1]",-0.267366593010986,0.00519308158040678,0.258413102540835,-0.762395420765967,-0.444030741415782,-0.267390250056892,-0.0967972880043192,0.256577536566,2476.16037928854,1.00005499078667
"z_b[2]",-0.705672449700233,0.0142523913184918,0.580891148923824,-2.15450496302534,-1.00349271566374,-0.588257245871422,-0.284386434134357,0.105399803700235,1661.16985850209,0.999857663700221
"z_b[3]",0.156969903734473,0.0249025112256791,1.01085378787749,-1.84257494085462,-0.541336023671258,0.146021793003335,0.879848429441332,2.07165401422181,1647.7464951892,1.00035584074028
"z_b[4]",0.137503961749284,0.0232646688468734,0.959206258338254,-1.86165781134132,-0.503663637713768,0.165205692067117,0.846633493014016,1.81695408804562,1699.92694228844,0.999514989379914
"z_b[5]",-0.299718127458568,0.00580503082471074,0.352228716123989,-1.00588013291408,-0.524335718339374,-0.301891469247391,-0.0653537182888887,0.395726095916596,3681.63270384392,1.00022289663242
"z_b[6]",-1.08146269025462,0.0078054238116101,0.355523381403787,-1.77517149770066,-1.32077125278572,-1.08264468034555,-0.837134119662324,-0.401807958014572,2074.64291789797,1.00077823393581
"z_b[7]",-0.881633652585512,0.0136483567802004,0.541522829503608,-2.21648143614008,-1.16459859071055,-0.781421360038927,-0.494602498671511,-0.10845414445507,1574.24675589763,1.00009822325416
"z_b[8]",-1.42238248977844,0.00617246841565524,0.269523448723571,-1.94731717014676,-1.60630300957906,-1.41822856241351,-1.23872602200277,-0.901834336371519,1906.6692280199,1.00019955457823
"z_b[9]",-0.271243289427284,0.0236331050406763,1.00622427992668,-2.22890126007042,-0.926682229341015,-0.280878400978168,0.376860718487972,1.74510899196886,1812.79216110185,1.00071478583823
"z_b[10]",-0.166154196690605,0.00578502001896451,0.201312205041118,-0.56253499609307,-0.298088924024407,-0.168714205264187,-0.0292135769305494,0.226741491456705,1210.96190011689,1.00159958970379
"z_b[11]",-1.12206574424701,0.00685641011716132,0.275944329533084,-1.67169967836221,-1.31466455035875,-1.11477094083586,-0.938088691902479,-0.581514243201686,1619.75516664741,0.999707622308171
"z_b[12]",0.749202558047301,0.00527513475075442,0.277566589864397,0.207083147364505,0.55942138810467,0.743853928357439,0.936090863424129,1.29705880135396,2768.64493776476,0.999993283154559
"z_b[13]",-0.355633617436482,0.015579109827572,0.689498739124231,-1.93850644554068,-0.770846787711337,-0.239073516111571,0.168983118194278,0.656113553002867,1958.7620208497,0.999828441628576
"z_b[14]",-0.087917899107142,0.0188474208379147,0.786862590714676,-1.86745582653679,-0.588937755428091,0.0162696567692489,0.508243164119184,1.13426676718035,1742.98616976032,1.00023943683005
"z_b[15]",2.43311244944788,0.0058675654192212,0.228830496454666,1.97882890577289,2.28078931092066,2.43238920454127,2.58748923592794,2.88484722117437,1520.93945047977,1.00175251637741
"z_b[16]",-0.285049933784253,0.0286499669268494,1.03409510654766,-2.35599732843092,-0.978949905073577,-0.284993816776168,0.412646778369568,1.71341883644062,1302.78489963544,1.00263363112679
"z_b[17]",0.766310012432636,0.00563662202523596,0.267073177923143,0.238875837660823,0.586290105103953,0.769820232572943,0.9385005645527,1.29017887178545,2245.03296131409,1.0001920340258
"z_b[18]",-0.79282090221812,0.00725047709780839,0.370072328066474,-1.53834204605765,-1.03808692340919,-0.795766651053205,-0.53558071189851,-0.0839108392163286,2605.19390990001,1.00046178733296
"z_b[19]",-0.682810803204505,0.00587562876886489,0.359522824452087,-1.38685720763796,-0.929794591580571,-0.678251087789854,-0.442218395040192,0.0212075844274803,3744.07238713144,0.99977277463933
"z_b[20]",-0.0662063831695987,0.0185263769408748,0.990340094663002,-1.97235609173214,-0.784619826264526,-0.0637644892586218,0.602690870516917,1.85946993667038,2857.50982439799,0.999563899298573
"z_b[21]",-0.980402131440978,0.00619047194660192,0.362811665240433,-1.69455452591897,-1.21582491980617,-0.980353942358495,-0.733803053539243,-0.279538882840715,3434.90685489533,1.00021527501739
"z_b[22]",-0.445976261499443,0.0070220457827497,0.277882596226473,-1.00706482176516,-0.633537966550195,-0.440937732915844,-0.26002728250506,0.0900922605709859,1566.01306943974,1.00058408485222
"z_b[23]",-0.428077380358704,0.00669813527822446,0.367874528327249,-1.17403468906351,-0.672546977274223,-0.425202100264103,-0.176187130725771,0.269546580330673,3016.41858263103,1.00022924327302
"z_b[24]",-0.722755926540652,0.00513133849076328,0.227238539440766,-1.1411780167372,-0.883416802835721,-0.726439773834365,-0.566266969205253,-0.27971450885473,1961.11314376555,0.999816343633352
"z_b[25]",0.428361705442435,0.00506744307936386,0.273384149488206,-0.112045038334944,0.244349209377393,0.432334698685307,0.609724644936277,0.965917864639752,2910.50871360813,0.999881131218482
"z_b[26]",-0.596373011408486,0.00567196981543394,0.270988559250971,-1.11372519057034,-0.78175584178275,-0.60008099347291,-0.414111057893328,-0.0616363388492068,2282.62247964185,1.00153242614179
"z_b[27]",0.266639132929047,0.00667882068501754,0.368424261927086,-0.433730741888004,0.0240394547442994,0.256786515934493,0.517172059409801,1.00606951985289,3042.96443986669,0.999534871803385
"z_b[28]",-0.881507316809034,0.0135863476535219,0.545952768159178,-2.1908172133263,-1.19217137782772,-0.777322966438497,-0.486787058058797,-0.0958965961193665,1614.74778715282,1.00003895121479
"z_b[29]",1.00479508684471,0.00714088638921725,0.362644121101785,0.27918312553969,0.754235900926863,1.00361275527592,1.25747271644317,1.69759574986748,2579.03381091553,1.00204862736158
"z_b[30]",0.483437946752994,0.00676666472375398,0.263643757395961,-0.0432809986585081,0.30485894852451,0.48558449785658,0.660356972254734,1.00138675356657,1518.04857328733,1.00112802979989
"z_b[31]",-0.118772812709736,0.00849999577926613,0.371016387475649,-0.845903467855611,-0.363887781610911,-0.127962187155149,0.124922456920498,0.603282260368907,1905.23593745111,0.999579375816193
"z_b[32]",-0.763792890438455,0.00707738254327965,0.367832126254604,-1.45304957865023,-1.01488496142989,-0.760913388935995,-0.511371628231512,-0.0187796111477226,2701.18279075082,1.00160959087816
"z_b[33]",-0.81876003574136,0.00712885694398601,0.367249432850993,-1.51295421905782,-1.06053549108735,-0.824978089923633,-0.574425800310296,-0.0965854093488714,2653.88725055387,0.999686016182069
"z_b[34]",-0.493470892837815,0.0283728722528642,1.03644184538224,-2.48365681344076,-1.20135061346049,-0.510407835481738,0.187333313524432,1.58670820466172,1334.39151716725,1.00043648180992
"z_b[35]",-0.00450522838445333,0.019204645560256,0.912200386271665,-1.95213437415246,-0.637448607825194,0.0769094618854586,0.67403858931203,1.48925862753449,2256.14969232027,1.0012391946849
"z_b[36]",0.286328824265046,0.00737162251769734,0.201169446253227,-0.119066166636211,0.152799539411276,0.282373424436958,0.42216072919709,0.675503249570927,744.728312723004,1.00510128284305
"z_b[37]",-0.486354071184302,0.00541248351184054,0.265630134861048,-1.0006418486241,-0.669084672297397,-0.486534972502485,-0.30473386447618,0.0346561257287986,2408.58242358255,0.999940235755101
"z_b[38]",-0.791827735240518,0.00686562826733822,0.228519199586087,-1.24241437596568,-0.943969176050915,-0.79256670016,-0.633850431032869,-0.341877173795949,1107.85983602709,1.00403002517995
"z_b[39]",-0.0805963207481774,0.0187016934595418,0.781948141031569,-1.84011622803205,-0.563568425443508,0.0058039774946983,0.522919573937831,1.12144057076649,1748.21174921142,1.00007837313853
"z_b[40]",-0.336186928379162,0.0162750277631106,0.680526947995687,-1.92064834571838,-0.73583444773509,-0.230920381140683,0.18040054300483,0.644724523892371,1748.42568814506,1.000768902875
"z_b[41]",1.51298557344705,0.00641321038028012,0.365399788784153,0.780209753432724,1.2687899261622,1.51038986711317,1.75437302411983,2.22871072286131,3246.27726539094,1.00018937238305
"z_b[42]",-1.23117480405966,0.0063570411306072,0.356827359380085,-1.92359264028571,-1.46795457638181,-1.23006338495593,-0.991187381076105,-0.537202169070636,3150.69417060565,1.00001626798512
"z_b[43]",0.0852001245101267,0.0182016974704678,0.910449060629962,-1.8806417820211,-0.5034198534376,0.151761260810423,0.759723850771912,1.60971233636566,2502.00124178104,1.00038871859371
"z_b[44]",1.68811604149678,0.00739704306292881,0.20524267928843,1.28423519864671,1.54939345803758,1.68858740942368,1.82871442787584,2.09276310384705,769.872943108867,1.00571996835341
"z_b[45]",-1.30570289959097,0.00604630662157252,0.265167041839297,-1.84610062275604,-1.48180110317463,-1.3008457907665,-1.12120340283236,-0.795515934736899,1923.35190780019,0.999785187680839
"z_b[46]",-0.0375396997658518,0.0194116122406852,1.00170388092743,-2.01558722352254,-0.70707187733339,-0.0394119524562543,0.663276431697894,1.8879221693229,2662.90392569192,1.00088489062596
"z_b[47]",-0.481042257877196,0.0210485578977428,0.962931542569554,-2.37300978739513,-1.13027603500006,-0.479222257252428,0.175604655418883,1.42258257690354,2092.88870146004,0.99964428601574
"z_b[48]",0.0484939649644917,0.0207676686935287,0.893827178588095,-1.90996447181354,-0.521868487089201,0.134559304200756,0.721608164368455,1.47568648427109,1852.38654786682,1.00202114521085
"z_b[49]",1.08430067237559,0.00770557490644915,0.37577134777381,0.36498477962515,0.827292895032336,1.08782182016126,1.33964286222526,1.81570909099577,2378.13898127993,1.00006733316898
