"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha00",10.9905337350345,0.0450733022453925,0.65911262005189,9.69795648477823,10.541041562515,10.9925746912493,11.4582124660272,12.243013318872,213.835841316825,1.01094625250748
"alpha01",4.94470400544137,0.0421748600249529,0.686532030293293,3.630234753163,4.4623753814623,4.94935715577902,5.40641234848021,6.28569859590765,264.98073996633,1.00875096553108
"alpha02",0.275933894105679,0.00198412428055904,0.035738551473656,0.207596083503036,0.25119534524271,0.275640552137369,0.299741781147656,0.347510680905351,324.441311675236,1.00134815754231
"alpha03",1.97554886673493,0.000280879325096598,0.019173017758168,1.93823329523563,1.9627160581341,1.97551593470729,1.98814219695678,2.01372985676584,4659.52239242225,1.00009092381841
"alpha04",8.8192545160752,0.0337069310839584,0.658667141262575,7.552058094589,8.38240180826768,8.82289220575805,9.24406479927745,10.1555999761317,381.850682102586,1.00635783508022
"alpha11",1.01532900206593,0.00210086876658365,0.0739011971305675,0.872919922274445,0.964534107319404,1.01515781603973,1.06538577357631,1.16366099311693,1237.3857156671,1.00070961152458
"alpha12",0.0524084896683693,0.000124662542741139,0.00390497777794956,0.0449974901590031,0.049752499537914,0.0523146990572247,0.0550833380493287,0.0600396484641109,981.217243400713,0.999976108650538
"b",0.0230647129577705,0.000479682473743137,0.00686448780592067,0.00947732869455892,0.0183918596980681,0.023035417084111,0.0278431714537519,0.0358856325994362,204.789918921256,1.00964627103758
"sigma_b",8.18058343561952,0.00922151555774448,0.240826796252477,7.73640203373797,8.00615339108972,8.17343145658628,8.3388512089022,8.6675663970428,682.032405569185,1.00088855455215
"sigma_e",2.97376287470922,0.00099311205000142,0.0551901529495478,2.86468828323177,2.93660192797142,2.97221917534618,3.01203604598993,3.08248121675532,3088.35127766087,0.999814559442692
"lambda0",0.0514344036764348,0.000115936172189493,0.00499288019484477,0.0426077368150412,0.0479379242183689,0.0511345091651177,0.0546532300643312,0.0620273429550596,1854.66029952691,1.00391523442294
"gamma",1.18449568164208,0.00119751916803726,0.030685493727642,1.12292491479542,1.16408520676084,1.18486177783254,1.20519920623085,1.24376087007776,656.600612590512,1.00830441730789
"z_b[1]",0.108551362037952,0.0051773020151365,0.201016231435752,-0.28108037211248,-0.0241055201429723,0.108791575308415,0.24667189049917,0.493031311478076,1507.49282378865,1.00023585004961
"z_b[2]",0.200037219261464,0.0211209398122858,1.03937546764171,-1.85719481183137,-0.494942513997956,0.201771022423701,0.899577860189402,2.20261368973909,2421.68942883733,1.00026960234382
"z_b[3]",-0.480614221875941,0.00388665160632827,0.205279788602129,-0.885562051926183,-0.622131812871191,-0.477717749339896,-0.341373685619609,-0.0870840969094426,2789.5950122523,1.00151722570193
"z_b[4]",-0.0159427598662878,0.0047209634588905,0.257132164624615,-0.512656092123176,-0.187231956386006,-0.0156816063090126,0.159872300430723,0.489598410558219,2966.5490525871,0.999630178161808
"z_b[5]",0.415127330639521,0.00575060209084723,0.347272759209331,-0.282558037778218,0.186582641526725,0.41490519917813,0.647268188859021,1.08918664024285,3646.82396051619,1.00077994583461
"z_b[6]",-0.113263200577156,0.0159457656075469,0.771101732006295,-1.79895164735912,-0.608041318478094,-0.00418601534563991,0.480982968146961,1.07194945816135,2338.47432139568,0.999636154083964
"z_b[7]",-1.55024484794989,0.00530335270996725,0.273303906865926,-2.09252755254803,-1.73073339617973,-1.5511339564117,-1.36542817209819,-1.01664209626985,2655.7711972791,1.00001280132637
"z_b[8]",0.127064003904741,0.00861486070829957,0.230904280605292,-0.333046934292077,-0.0301672561995653,0.132983906421684,0.282905359843559,0.566545075165844,718.401860856957,1.00068834902156
"z_b[9]",-0.442862653812629,0.00397941820741992,0.210756004492547,-0.853377806482486,-0.587791249228366,-0.441828273367457,-0.294825984924649,-0.0364660380312224,2804.92173595165,0.999860765282719
"z_b[10]",0.21514810395194,0.036246738604282,1.06176564443975,-1.8763679036081,-0.492769440669129,0.183144338694248,0.919793942476871,2.39329897200376,858.0635736415,1.00126409179093
"z_b[11]",0.151964802719262,0.0176253049901152,0.875800821360755,-1.77843967198856,-0.419543931279783,0.211429562387034,0.819154581218239,1.60395141002489,2469.09280939273,1.00183665292643
"z_b[12]",0.104198516104602,0.00559471716502557,0.34378471616656,-0.54840582842545,-0.134935807845007,0.0985913017784703,0.342793590159714,0.786805588348864,3775.8684738471,0.999838912018145
"z_b[13]",-0.140563577381462,0.00604654730015045,0.351581849066555,-0.833139322913774,-0.374550663459961,-0.140467397457183,0.0951874279932085,0.55561105901071,3380.94404061541,1.00025537825631
"z_b[14]",0.659515983183952,0.00465640180779832,0.259456001021316,0.158486146829455,0.480712914906673,0.656535454058098,0.839882674158168,1.16534241087272,3104.74932801066,0.99977330475621
"z_b[15]",0.210337478526117,0.0042179777675899,0.254831463119201,-0.292254990131419,0.0422627258391832,0.209804477077362,0.375452831429943,0.723977446834737,3650.03915167943,1.00064484889417
"z_b[16]",0.130153937244856,0.0221959026482569,0.945112366581909,-1.77228515343865,-0.502252491977003,0.151934548752501,0.786898124229898,1.91175910015862,1813.09795915702,1.00074448322926
"z_b[17]",0.0964860808862917,0.0177918772967336,0.910086940019219,-1.7852024952962,-0.536482588196523,0.143862224964691,0.780726087005826,1.65802195464878,2616.50889099211,0.999650102389646
"z_b[18]",0.173983736120447,0.00411882480674851,0.192499181764599,-0.20308062054283,0.0455151289582208,0.171301087410547,0.301254194746352,0.558148776754435,2184.29421824813,1.0009772711094
"z_b[19]",0.279175329784079,0.00476050296985496,0.34234541716679,-0.378187681307926,0.0457477823189813,0.283523300306723,0.512717177995624,0.954800241042535,5171.58129738414,1.0000461151652
"z_b[20]",-0.64925530262284,0.0127826613149889,0.618144465992572,-2.09781877437751,-1.02754911403932,-0.540595742679678,-0.18433029119359,0.250708590015662,2338.50017500623,0.999728242438817
