"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha00",9.52554266407245,0.0673545104793214,0.952703836416241,7.61307837128215,8.90560898559292,9.51931690298483,10.1622097521729,11.3874842212878,200.070224711883,1.00775442793498
"alpha01",4.56827501211666,0.0371946351015719,0.77480076709375,3.07161815398785,4.05014841606012,4.56132713311075,5.08934341895507,6.10865570863899,433.929803015453,1.0028773247848
"alpha02",0.183526654238744,0.00167026403591822,0.0379812334052961,0.110796043328984,0.158367786553843,0.182551412600691,0.209329278301772,0.258817637207687,517.092058449986,1.00544334492037
"alpha03",2.01392808409331,0.000147552543707336,0.0122296570720719,1.99053944299459,2.00559775906116,2.01393930410655,2.02168594087177,2.03877234038318,6869.65863699995,0.99974871989867
"alpha04",11.6813475348559,0.0495898988752372,1.07861028964539,9.52055517072662,10.9727830850021,11.6941643467645,12.4100810465731,13.745078693465,473.088806655304,1.00380242540482
"alpha11",-0.972938878369649,0.00404918415653264,0.0672882930428326,-1.10990637872023,-1.01872411668959,-0.970778158537846,-0.926845784969604,-0.845754000342586,276.149311578667,1.01298212735493
"alpha12",0.0497114384297765,0.000188549337476917,0.00338365453843367,0.0430061560955164,0.0474196052325605,0.0496870451672386,0.0519870279233754,0.0563175097340028,322.049041804944,1.00174999766098
"b",0.0104413303003009,0.00169796879272303,0.0110853712388966,-0.0113815606914627,0.00254583099045592,0.0107356193480279,0.0191347112049492,0.0289388982598323,42.6227116131557,1.0105491455127
"c",0.0480061283493847,0.000790486135162252,0.0107484543497426,0.0287828972942223,0.0405153393696865,0.0473909275187561,0.05476876285052,0.0713258859946699,184.885783745824,1.00501002543707
"sigma_b",7.44281739023806,0.00971872271723166,0.272454674689151,6.92711463574455,7.24746526894516,7.44020591266428,7.62242000017227,8.0084382422856,785.905167735895,1.00739522051902
"sigma_u",4.18010125662741,0.0216213575621447,0.610805790568795,3.10584195520015,3.75563998573892,4.14485019765044,4.55179142264582,5.49859944565377,798.068874647544,1.00240649736076
