"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha00",10.5269114574261,0.0755315135280094,0.998991219264138,8.54892913046059,9.8418372861753,10.5294438744745,11.2052899965369,12.4695611009089,174.931075907716,1.00077855640246
"alpha01",5.96616347020589,0.052304786600605,0.84121448974547,4.324703330804,5.39622002378382,5.96425689324217,6.54411695597783,7.63320722349046,258.660802309352,1.00567211119888
"alpha02",0.305106333250904,0.00279713933987396,0.0419111820256448,0.223312077042126,0.276435357386376,0.304460125424803,0.333849490634787,0.388500245058748,224.507894123221,1.00089662420997
"alpha03",1.99258317384648,0.000123981755691492,0.0126856630563748,1.96788322436864,1.98397185422968,1.99259368217054,2.00138150593649,2.01715282337426,10469.1345096827,0.999643453845124
"alpha04",10.9205349028649,0.0313392755173509,1.00124163516999,8.90330047233392,10.2722248366313,10.9114533333023,11.5911831772968,12.915369497057,1020.70418786603,1.00181079940629
"alpha11",-0.973671419719394,0.00287888182493326,0.0695610159930849,-1.10769365507005,-1.02293993381146,-0.974242220245618,-0.926783469293403,-0.835114452103403,583.826975265289,1.00113791274879
"alpha12",0.0517708882480464,0.000133671132986812,0.0035596782658417,0.0446255829037463,0.0494130646898112,0.0517600390527988,0.0542422258879838,0.0587090067455967,709.163272833033,1.0007279053458
"b",0.0146599108429507,0.00289747013886227,0.0133548540836247,-0.00639988180299228,0.00329532045587535,0.0135099355932959,0.0252724452661282,0.039413827374267,21.2441987979666,1.02447927068692
"c",0.0600925851815031,0.000525853491323348,0.0106134790724613,0.0403206940667734,0.0526217842311767,0.0596973245534968,0.0669597064837627,0.0821047497641579,407.367157279455,1.00402968374536
"sigma_b",7.96365953312202,0.0101331648741546,0.292946683622641,7.41812175290565,7.76274335636827,7.95803661651352,8.15475061332656,8.54686218465857,835.770337899253,1.00226631084843
"sigma_u",4.31972507949434,0.0194961784745333,0.645347479655618,3.18856490286848,3.86446242956954,4.27844534560443,4.73435787753833,5.69854750236975,1095.69139983499,1.00320301181147
"sigma_e",3.0749972224382,0.000645823221266787,0.040070089990038,2.99701024393582,3.04897253763483,3.07427220952072,3.10164935774125,3.15450822888432,3849.57976281993,1.00030270887335
"lambda0",0.0465688557676683,0.000134608890248342,0.0045222665520715,0.0382072923477989,0.0435051246867043,0.0464077764490166,0.0494838544938628,0.0561741255900345,1128.66439868217,1.00080135894384
"gamma",1.17505719244538,0.00124265276026654,0.0289584805840807,1.11899852371633,1.15580033504895,1.17549140675212,1.19456181333655,1.23294148954399,543.065188711393,1.00086966320251
"z_b[1]",0.878154638805428,0.00776043974380756,0.32331473133178,0.264652662399922,0.656930771595338,0.874859311398722,1.09512027687577,1.5266508343538,1735.71462851109,0.999883720951823
"z_b[2]",-0.442756570385366,0.00917737690959103,0.417099241180378,-1.24978912711111,-0.73471534578212,-0.446962763821417,-0.156908148797531,0.369458641048929,2065.5783021218,0.999874574475604
"z_b[3]",0.2152597685168,0.0148622917790479,1.02900888607073,-1.86681499124648,-0.460513627864828,0.209078147149671,0.911447413182221,2.23164124880935,4793.65399919175,0.999704049356811
"z_b[4]",0.403489904276634,0.0136609155933825,0.314160802615523,-0.208223468171451,0.192479731304418,0.398754637291,0.610177791292862,1.03413315376857,528.864455728068,1.0009208164867
"z_b[5]",-1.13679873784936,0.0106833118855497,0.522009352081821,-2.33374304475911,-1.44091683580372,-1.07877039202303,-0.769352355435136,-0.27421405973817,2387.50754597575,1.00258497082667
"z_b[6]",0.191683664483021,0.0125772990939701,0.321742489777275,-0.45725344844568,-0.0212933663720188,0.19443348699773,0.405936881860454,0.828898925881802,654.398144065644,1.00117705778267
"z_b[7]",-0.775045779207199,0.00995061371756174,0.584813808051132,-2.15031521061786,-1.1106147673566,-0.692256085480016,-0.364329868001193,0.149079531841812,3454.10473347697,1.00010627358284
"z_b[8]",1.57100613412575,0.01112887385954,0.350552200814621,0.904939518006397,1.33517052931053,1.56252065490755,1.80283251066503,2.28285048614896,992.208529666212,1.00068144496031
"z_b[9]",1.49040619390761,0.00818195507964856,0.36478512841065,0.793705347197846,1.2399589938211,1.48301499756674,1.73598800754406,2.22794853523628,1987.74224465453,1.0004926046859
"z_b[10]",0.171958247381385,0.0140067718982185,0.970912846757551,-1.75658468971648,-0.480719204594464,0.183363671730756,0.863307207660308,1.95220463803576,4804.90032329859,1.00008499257585
"z_b[11]",-0.00826939150439375,0.0220261213445384,0.996836727243866,-2.0288297657073,-0.658546468574482,0.00551798969014987,0.650667338721987,1.95177690971572,2048.19832377223,0.999680528296568
