"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha00",10.8502717197327,0.0320466050285062,0.640179159635178,9.58719716779516,10.4101689941684,10.8664662456249,11.2820837028796,12.0674582741657,399.060744597313,1.00452178359011
"alpha01",4.56020298971904,0.0346971019020109,0.658280359477247,3.30562775374726,4.10256676140979,4.55088277964763,5.01240363024369,5.85752114503232,359.94437587134,1.00732369894909
"alpha02",0.265434956650534,0.00169128819594313,0.0329574861528627,0.200542561602935,0.242812119351416,0.265497707650222,0.288410689266958,0.330257445455965,379.728261504984,1.00967572319695
"alpha03",1.99294604210097,0.000261628036742827,0.0191221674529569,1.95564884007875,1.98001359117031,1.99280898377492,2.00544018991554,2.03107403693414,5342.02196551831,0.999584464889089
"alpha04",10.2311983614639,0.0276658516185202,0.622254267231994,9.02015220513718,9.79487795275562,10.2407653502618,10.6519855086414,11.467631799018,505.880198649586,1.00029868177906
"alpha11",0.924085816277418,0.00141011652049323,0.0735169967163765,0.779462547866919,0.875302660293493,0.923261982557476,0.973476519081797,1.0710010994053,2718.10051539065,0.99956538128359
"alpha12",0.0452969108900668,7.94632987618744e-05,0.00391545028312698,0.0376070784952499,0.0427013018863604,0.0452814352156169,0.0478855684482181,0.0530556621196236,2427.8969398809,1.0010737694193
"b",0.0136221527291744,0.000582088708876066,0.00780551670663208,-0.00107059221311904,0.00828655924561338,0.0133968930681199,0.0188239841834131,0.0293810160614354,179.814605702796,1.00603164576039
"sigma_b",7.89787535746239,0.00828600173316964,0.232535279748391,7.45960020415343,7.7423433290386,7.89269402965568,8.04905743805707,8.37123094493903,787.567280882187,0.999924086503636
"sigma_e",2.86068849403289,0.000897632220197613,0.055097160921788,2.7544861746825,2.82368269063918,2.8599935499803,2.89658135171967,2.9714533651833,3767.57213005471,0.999830706853421
"lambda0",0.0598955717627775,0.000114108594151819,0.00587578956445068,0.0490864408557269,0.055765803738212,0.0595995678710122,0.0636658404465904,0.0722114615820422,2651.52519141571,0.999545406560793
"gamma",1.16083413604299,0.000912143356562999,0.0314119750300123,1.10068786973056,1.13977242327796,1.16079413157472,1.18156700672026,1.22378731364049,1185.94428981632,0.999666903498079
"z_b[1]",0.401365727144982,0.00486954461161068,0.355139029289677,-0.294449300843424,0.163046453374378,0.40153848488176,0.637501739370164,1.11179382975678,5318.87897737932,0.999773236291094
"z_b[2]",-0.718202704571861,0.00415562019771891,0.248846034354497,-1.21561593514047,-0.883823843347542,-0.714182704001233,-0.551393494192899,-0.234446332815058,3585.83045537392,0.999986749177513
"z_b[3]",-0.376788471664739,0.00392461265794164,0.252879101553066,-0.872088444454356,-0.546477407230063,-0.37322321537096,-0.210085484205531,0.106231087129954,4151.76037115883,0.999541048101264
"z_b[4]",0.172027115600779,0.0177490326018369,1.00836839314264,-1.89990823489708,-0.469446630572046,0.167444520037133,0.858237476430371,2.14282166423324,3227.66962094007,1.0000745905948
"z_b[5]",1.22525931247376,0.00446642294370363,0.360696644987673,0.534884466142429,0.978556289640836,1.22338771063324,1.46999273996316,1.92914453430733,6521.75551229967,0.999909886761143
"z_b[6]",-0.713475828143872,0.00385849080842148,0.210118170988516,-1.11677303039193,-0.856649805305796,-0.707950597207196,-0.573595383161244,-0.308338289376891,2965.46145500793,0.999689350819721
"z_b[7]",-0.436884226962258,0.00500242601100363,0.348867612429195,-1.09720554015454,-0.676180272297763,-0.434033532882067,-0.206853300515212,0.271065766798848,4863.62361332052,0.999564755898333
"z_b[8]",0.0145954972628935,0.0140794030295349,0.782973739366463,-1.72409143607522,-0.483854009139982,0.109482181282584,0.626808314933177,1.1931747908919,3092.6153737392,1.00003072409829
"z_b[9]",0.867076748194106,0.00421263901329293,0.25320699320325,0.373254806553866,0.700436073743171,0.869972514377298,1.03885749486471,1.34916219781287,3612.79152347697,0.999751950035112
"z_b[10]",1.57388022280801,0.00475697554393596,0.226864052635812,1.12448200018862,1.4233733468467,1.5740321107012,1.73106123105507,2.02281599943956,2274.41407618429,0.999835934788938
"z_b[11]",0.283000880446836,0.0171482296064305,1.01047850143384,-1.7473391615747,-0.382310761293966,0.289859383044873,0.98005258856259,2.21772821289385,3472.28669635382,0.99967227691534
"z_b[12]",-1.31022810423187,0.00442638486340237,0.261346805327608,-1.81236744186954,-1.48572312145667,-1.31225010627323,-1.13790561886888,-0.802943193721543,3486.06954872456,0.999667022975906
"z_b[13]",-3.09511482216911,0.00538322529318747,0.269988719903667,-3.61838031259422,-3.28317836339193,-3.10099719210605,-2.90491094021027,-2.57024607317534,2515.39462088487,1.00069213407306
"z_b[14]",0.142802300847759,0.0143614778121768,0.98143017705231,-1.80812983342158,-0.519786568764327,0.157023784769987,0.81878053586831,2.05607070616425,4670.03947846474,0.999552018776102
"z_b[15]",-0.166766531944237,0.00472550605224446,0.350857273928185,-0.830020385071555,-0.415672672277713,-0.168415879939591,0.0830450892246516,0.507187236616853,5512.6995306763,0.999914200830104
"z_b[16]",0.124309249615528,0.0145197377156432,1.03575457152563,-1.89040619165781,-0.578296487408787,0.12320101107352,0.826480450609562,2.13052839250554,5088.57494188167,0.999758512228736
"z_b[17]",0.248006512674367,0.0154449932087218,0.946551035257784,-1.65239311528188,-0.405927411064033,0.280864096969896,0.919519000091641,1.98222633408273,3755.88794024718,0.999818477433233
"z_b[18]",-0.326059913403067,0.0055723282818596,0.353712063610269,-1.03973282586563,-0.564536777613272,-0.329412857725996,-0.0861723664177381,0.362442744371293,4029.26986669514,1.00000218428245
